NLW FACS 787 Aberystwyth Harbour Records,,,"KEY          
Illegible Word =
Illegible letter =
Guess =
blk,1900-09-12,48,Sarah Anna,Cardigan,See note,blk,Davies,R. Roberts & Sons,Bricks,23,2,0,3,10,,,,No 'Sarah Anna' found listed for 1900,,,
blk,1900-09-15,49,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-09-22,50,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-10-03,51,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-10-09,52,Mouse,Cardigan,78426,blk,Jenkins,R. Roberts & Sons,Bricks,48,2,0,8,0,0,8,0,,,,
blk,1900-10-18,53,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-10-23,54,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-10-31,55,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-10-16,56,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-11-08,56,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,There are 2 No:56 as 'No. In'  Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-11-16,57,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwyth Shipping Records for 1900,,,
blk,1900-11-22,58,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,There is no No. 59 as 'No. In' Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-11-29,60,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1900-12-08,59,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,The numbers go back to 59 as 'No. In',,,
blk,1900-12-12,60,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-12-19,61,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1900-12-23,62,Ville de [Volognes],St. Vaast,blk,blk,Fouqnes,blk,Ballast,99,3,1,4,9,1,4,9,,,,
blk,1900-12-31,65,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-01-13,1,Telephone,Aberdovey,See note,blk,blk,blk,General Cargo,75,4,1,5,0,,,,No ship named 'Telephone' found reg. in Aberdovey,,,
blk,1901-01-17,2,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-01-23,3,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-01-31,4,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-02-05,5,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-02-09,6,Countess,Aberystwyth,See note,blk,Jenkins,Richard Morgan,Oats Seed & Potatoes,63,4,1,1,0,,,,,,,
blk,1901-02-14,7,May Queen,Glasgow,See note,blk,Andrews,blk,Ballast,91,3,1,2,9,1,2,9,No ship named 'May Queen' found reg. in Glasgow in 1901,,,
blk,1901-02-16,8,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-02-16,9,Desdemon[i]a,Aberystwyth,[67629],blk,Williams,M. H. Davies & Sons,Manure,78,2,0,13,0,0,13,0,,,,
blk,1901-02-20,10,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1901-02-22,11,Dunmore,Glasgow,See note,blk,McCony,blk,Ballast,42,3,0,10,6,0,10,6,"There is a 'Dunmore' reg. in Glasgow in 1900, reg. no. 113926",,,
blk,1901-02-28,12,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-03-04,13,[Duncough],Glasgow,See note,blk,Saultre,David Rees,Manure,49,4,0,16,4,0,16,4,No ship named ['Duncough'] found reg. in Glasgow,,,
blk,1901-03-08,14,[Averel],Glasgow,See note,blk,Gordon,blk,Ballast,20,3,0,0,5,0,5,0,No ship named ['Averel'] found reg. in Glasgow,,,
blk,1901-03-09,15,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-03-14,16,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-03-23,17,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-03-31,18,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-04-06,19,Aita,See note,blk,blk,Michael,Pethick Brs,Rails,76,2,0,12,8,,,,Port of belonging not stated,,,
blk,1901-04-10,20,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-04-17,21,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-04-23,22,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-04-28,23,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-05-03,24,Anna Brocklebank,See note,blk,blk,Pierce,Pethick Brs,Rails,81,2,0,13,6,,,,No port of belonging stated and no ship named 'Ann Brocklebank' found,,,
blk,1901-05-04,25,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-05-12,26,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-05-18,27,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-05-18,28,Olwen,See note,blk,blk,Bennett,Corporation,Cement,91,2,0,15,2,,,,Port of Belonging' not stated,,,
blk,1901-05-26,29,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-06-02,30,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-06-08,31,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-06-12,32,[Bergullion],See note,blk,blk,Ewart,Pethick Brs,Sleepers,65,2,0,10,10,,,,Port of Belonging' not stated,,,
blk,1901-06-16,33,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-06-16,34,[Averel],Glasgow,See note,blk,Saultry,Pethick Brs,Rails and Sleepers ,20,4,0,6,8,,,,No 'Averel' found registered for Glasgow for 1900,,,
blk,1901-06-22,35,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-06-28,36,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-07-03,37,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-07-06,38,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-07-14,39,Anna,See note,blk,blk,Arnese,John Lloyd & Co.,Timber,205,6,5,2,6,,,,No 'Port of Belonging' stated,,,
blk,1901-07-17,40,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,1,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-07-20,41,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,1,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-07-27,42,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,1,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-08-02,43,[Fram],See note,blk,blk,Jenson,R. Roberts & Sons,Timber,319,6,7,19,6,,,,No 'Port of Belonging' stated,,,
blk,1901-08-03,44,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-08-04,45,Nathalie,Rockford,blk,blk,Gelzog,blk,Onions,35,6,0,17,6,,,,,,,
blk,1901-08-12,46,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-08-17,47,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-08-25,48,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-08-16,49,[Mandoline],See note,blk,blk,blk,blk,[General Cargo],13,3,[13],3,3,,,,No 'Port of Belonging' stated,,,
blk,1901-09-03,50,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-09-09,51,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-09-14,52,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-09-16,53,Kindly Spirit,See note,blk,blk,Cornish,blk,Ballast,90,4,1,10,0,,,,No 'Port of Belonging' stated,,,
blk,1901-09-22,54,Countess,Aberystwyth,blk,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1901-09-26,55,Trur[o],See note,blk,blk,Davies,blk,Ballast,104,4,1,14,8,,,,No 'Port of Belonging' stated,,,
blk,1901-09-31,56,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-10-05,57,County Clare,Liverpool,113407,blk,Quirk,Corporation,Stone,77,2,,12,10,,12,10,,,,
blk,1901-10-05,57,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-10-13,58,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-10-19,59,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-10-22,60,Countess,Aberystwyth,See note,blk,Jenkins,George Green & Co,Machinery,63,3,,6,9,,6,9,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-10-25,61,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-11-04,62,Glynaeron,Aberystwyth,18312,blk,Jones,blk,Coals,49,2,,8,2,0,8,2,,,,
blk,1901-11-04,63,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-11-09,64,Miss Hughes,Aberystwyth,80240,blk,Jones,blk,Ballast,59,2,,9,10,,9,10,,,,
blk,1901-11-10,65,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-11-16,66,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-11-28,67,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-11-04,68,S.S. Alfred Nobel,Glasgow,96052,St.,Campbell,Williams & White,Dynamite,7 1/2,10,5,2,0,3,15,0,Note by 'Amount Paid' - 'entered in day Book',,,
blk,1901-12-05,68,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-12-05,69,Dovey Belle,Aberdovey,blk,Sch.,Jones,Corporation,Cement,74,2,,12,4,,12,4,,,,
blk,1901-12-15,70,S.S. Bonahaven,Glasgow,111275,blk,blk,Pethick Bros,Nails,41,2,,16,10,,16,10,,,,
blk,1901-12-16,71,Countess,Aberystwyth,See note,SS,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-12-17,72,Lorne,Aberystwyth,58214,blk,Davies,John Evans South Rd.,Coals,74,2,,12,4,,12,4,,,,
blk,1901-12-23,73,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,2,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1901-12-28,74,County Clare,Liverpool,223407,blk,Quirk,Corporation Colly & [order],Kerb Stones,77,4,,12,4,,12,4,,,,
blk,1901-12-30,75,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-01-15,blk,SS Lizzie,Glasgow,blk,St.,Campbell,Williams & White,Dynamite,5,10,2,10,6,,,," 'Lizzie' listed for Glasgow 53412 (1866,) 78641 (1878) and 87668 (1883)    Amount Paid - £ 2 10s 6d crossed through and 'Day Book' written",,,
blk,1902-01-06,76,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-01-13,77,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-01-19,78,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-01-25,79,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-02-21,blk,Alfred Nobel,Glasgow,96052,St.,Campbell,Williams & White,Dynamite,10,10,3,0,0,,,,Amount Paid - £3 0s 0d crossed through and 'entered in day Book' written,,,
blk,1902-02-01,80,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-02-11,81,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-02-13,82,Wm Keith,Carnarvon,blk,blk,Jones,M. H. Davies & Sons,Manure,78,2,,13,0,,13,0,,,,
blk,1902-02-16,83,Countess,Aberystwyth,See note,blk,Jenkins,General,General Cargo,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-02-16,84,Abbotsford,Glasgow,108763,blk,Young,Pethick Bros,Nails,19,2,,3,2,,3,2,,,,
blk,1902-02-20,85,Countess,Aberystwyth,See note,blk,Jenkins,Richard Morgan,Oats &Seed,63,4,1,1,,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-02-28,86,Countess,Aberystwyth,See note,blk,Jenkins,General,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-03,87,Countess,Aberystwyth,See note,SS,Jenkins,Steamship Co.,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-08,88,Federation,Liverpool,80240,ketch,Lewis,David Rees [Ha$id$$],Manure,71,2,,11,10,,11,10,,,,
blk,1902-03-10,89,Countess,Aberystwyth,See note,St.,Jenkins,Steamship Co.,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-15,90,Countess,Aberystwyth,See note,St.,Jenkins,Steamship Co.,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-23,91,Countess,Aberystwyth,See note,St.,Jenkins,Steamship Co.,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-31,92,Countess,Aberystwyth,See note,St.,Jenkins,Steamship Co.,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-03-08,93,Alfred Nobel,Glasgow,96052 See note,St.,Campbell,Williams & White,Dynamite,4,10,5,16,10,,,,Amount Paid - £4 0s 0d crossed through and 'Entered day Book' written,,,
blk,1902-03-31,94,Lizzie,Glasgow,56398 See note,St.,Campbell,Williams & White,Dynamite,4,10,4,0,0,,,," 'Lizzie' listed for Glasgow 53412 (1866,) 78641 (1878) and 87668 (1883)  Amount Paid - £4 0s 0d crossed through and 'Entered day Book' written",,,
blk,1902-04-08,93,Countess,Aberystwyth,See note,Steam,Jenkins,S. S. Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-04-12,94,Countess,Aberystwyth,See note,Steam,Jenkins,S. S. Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-04-20,95,Countess,Aberystwyth,See note,Steam,Jenkins,S. S. Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-04-26,96,Countess,Aberystwyth,See note,Steam,Jenkins,S. S. Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-04-27,97,Clareen,Bridgewater,86521,ketch,Nur$e,blk,Stones & Setts,78,4,1,6,,1,6,,,,,
blk,1902-04-30,98,SS Lizzie,Glasgow,See note,St,Glen,Williams & White,Dynamite,3,10,1,10,,1,10,," 'Lizzie' listed for Glasgow 53412 (1866,) 78641 (1878) and 87668 (1883) ",,,
blk,1902-05-04,99,Countess,Aberystwyth,See note,St,Jenkins,S.S. Packet Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-05-20,100,[Sella],Beaumaris,See note,Yacht,blk,blk,General,15,2,,2,6,,2,6,No 'Sella' found listed for Beaumaris 1900  'Bella' 101754 found listed,,,
blk,1902-05-14,101,Countess,Aberystwyth,See note,St,Jenkins,S.S. Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-05-16,102,Countess,Aberystwyth,See note,St,Jenkins,blk,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-05-13,103,Pluvier,Aberystwyth,97474,Sch.,Humphreys,G.H. Davies & Sons,Cement,98,4,1,12,8,1,12,8,,,,
blk,1902-06-02,104,Dora,Liverpool,113396,St,Lewis,Aberdovey St Pkt Comp,General,76,4,1,5,4,1,5,4,"Also listed for Liverpool 17773 (1856), 63193 (1869), 70963 (1875) and 87928 (1884)",,,
blk,1902-06-08,105,Countess,Aberystwyth,See note,St,Jenkins,S.S. Packet Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-06-13,106,Countess,Aberystwyth,See note,St,Jenkins,S.S. Packet Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-06-21,107,Countess,Aberystwyth,See note,St,Jenkins,S.S. Packet Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
blk,1902-06-24,108,Marie,Fredrickshall,blk,Sch.,Dahl,J. Loyd & Co,Timber,199,6,4,19,6,4,19,6,,,,
blk,1902-06-28,109,Lorne,Aberystwyth,58214,St,Davies,Order,Coals,74,4,1,4,8,1,4,8,,,,
,1902-07-02,110,Countess,Aberystwyth,See note,St,Jenkins,S S Packet Company,General,63,4,1,1,,,,,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-07-03,111,SS Alfred Nobel,Glasgow,96052,St,Campbell,Williams & White,Dynamite,4,101,2,0,0,2,0,0,,,,
,1902-07-06,112,SS Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-07-16,113,SS Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-07-20,114,SS Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-07-27,115,SS Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-08-02,116,Ketch Sarah Jane,Guernsey,blk,ketch,blk,French Company,Onions,53,4,,17,8,,17,8,,,,
,1902-08-02,117,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,1,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-08-08,118,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-08-14,119,Advance,Milford,99999,ketch,blk,M H Davies & Sons,Cement,59,4,,19,8,,19,8,,,,
,1902-08-16,120,Sarah Davies,Aberystwyth,28294,Sch.,Jones,M H Davies & Sons,Cement,90,4,1,10,0,1,10,0,,,,
,1902-08-18,121,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-08-24,122,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-08-31,123,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-09-08,124,Countess,Aberystwyth,See note,St ,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-09-14,125,Countess,Aberystwyth,See note,St ,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-09-20,126,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1902-09-20,127,[B$ine$$th],Riga,blk,Sch.,Strauch,Lloyd,Timber,122,6,3,1,0,3,1,0, ,,,
,1902-09-21,128,Jeanette,Port Madoc,blk,Sch.,Williams,C Roberts,Timber,97,6,2,8,6,2,8,6,,,,
,1902-09-28,129,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,0,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1903-09-04,24,William & Mary,Bridgewater,26414,Dandy,Hounsell,Lester & Co Contractor,Timber,74,4,1,4,8,1,4,8,,,,
,1903-09-05,25,Countess,Aberystwyth,See note,St,Jenkins,SS Packet Company,General,63,4,1,1,,1,1,0,Countess of Lisburne 85256 listed on Aberystwith Shipping Records for 1900,,,
,1903-09-07,26,Mayflower,Cardigan,110519,St,Williams,Cardigan SS Company,General,78,4,1,6,,1,6,0,,,,
